sampleID	add1	transcript	add2	TPM	add3
S82	82	chr17_uc002ict.3	11	98739.34	2
S82	82	chr17_uc010cyz.2	12	976.09	2
S82	82	chr17_uc010who.3	13	12032.22	2
S83	83	chr2_uc002rvz.4	1	130885.66	4
S83	83	chr2_uc002rvy.2	2	20084.35	4
S83	83	chr2_uc010fbh.1	3	5713.98	4
S83	83	chr11_uc009yxr.1	4	114386.16	1
S83	83	chr11_uc001pkb.1	5	6344.49	1
S83	83	chr11_uc001pkc.1	6	72941.46	1
S83	83	chr11_uc001pkf.3	7	7156.95	1
S83	83	chr11_uc001pkd.4	8	140.09	1
S83	83	chr13_uc001uub.1	9	167567.69	3
S83	83	chr16_uc002dlx.1	10	224430.16	5
S83	83	chr17_uc002ict.3	11	238389.12	2
S83	83	chr17_uc010cyz.2	12	918.06	2
S83	83	chr17_uc010who.3	13	11041.82	2
S84	84	chr2_uc002rvz.4	1	139099.91	4
S84	84	chr2_uc002rvy.2	2	21650.16	4
S84	84	chr2_uc010fbh.1	3	6749.21	4
S84	84	chr11_uc009yxr.1	4	116558.07	1
S84	84	chr11_uc001pkb.1	5	6398.78	1
S84	84	chr11_uc001pkc.1	6	77265.52	1
S84	84	chr11_uc001pkf.3	7	9181.03	1
S84	84	chr11_uc001pkd.4	8	382.98	1
S84	84	chr13_uc001uub.1	9	165731.98	3
S84	84	chr16_uc002dlx.1	10	231796.09	5
S84	84	chr17_uc002ict.3	11	214563.66	2
S84	84	chr17_uc010cyz.2	12	428.36	2
S84	84	chr17_uc010who.3	13	10194.25	2
S85	85	chr2_uc002rvz.4	1	154173.56	4
S85	85	chr2_uc002rvy.2	2	25049.33	4
S85	85	chr2_uc010fbh.1	3	5716.43	4
S85	85	chr11_uc009yxr.1	4	135585.95	1
S85	85	chr11_uc001pkb.1	5	7342.86	1
S85	85	chr11_uc001pkc.1	6	97775.05	1
S85	85	chr11_uc001pkf.3	7	8636.94	1
S85	85	chr11_uc001pkd.4	8	139.62	1
S85	85	chr13_uc001uub.1	9	194587.23	3
S85	85	chr16_uc002dlx.1	10	259634.14	5
S85	85	chr17_uc002ict.3	11	97456.22	2
S85	85	chr17_uc010cyz.2	12	858.83	2
S85	85	chr17_uc010who.3	13	13043.83	2
S86	86	chr2_uc002rvz.4	1	154926.09	4
S86	86	chr2_uc002rvy.2	2	25580.1	4
S86	86	chr2_uc010fbh.1	3	9358.2	4
S86	86	chr11_uc009yxr.1	4	139003.69	1
S86	86	chr11_uc001pkb.1	5	3829.24	1
S86	86	chr11_uc001pkc.1	6	107870.33	1
S86	86	chr11_uc001pkf.3	7	10649.58	1
S86	86	chr13_uc001uub.1	9	189379.88	3
S86	86	chr16_uc002dlx.1	10	271151.81	5
S86	86	chr17_uc002ict.3	11	74718.82	2
S86	86	chr17_uc010cyz.2	12	581.61	2
S86	86	chr17_uc010who.3	13	12950.66	2
S87	87	chr2_uc002rvz.4	1	136520.83	4
S87	87	chr2_uc002rvy.2	2	21497.15	4
S87	87	chr2_uc010fbh.1	3	4937.7	4
S87	87	chr11_uc009yxr.1	4	115405.72	1
S87	87	chr11_uc001pkb.1	5	6467.98	1
S87	87	chr11_uc001pkc.1	6	80708.88	1
S87	87	chr11_uc001pkf.3	7	6113.04	1
S87	87	chr11_uc001pkd.4	8	570.22	1
S87	87	chr13_uc001uub.1	9	161394.48	3
S87	87	chr16_uc002dlx.1	10	235356.14	5
S87	87	chr17_uc002ict.3	11	219057.66	2
S87	87	chr17_uc010cyz.2	12	511.89	2
S87	87	chr17_uc010who.3	13	11458.32	2
S88	88	chr2_uc002rvz.4	1	161387.28	4
S88	88	chr2_uc002rvy.2	2	23122.63	4
S88	88	chr2_uc010fbh.1	3	5601.8	4
S88	88	chr11_uc009yxr.1	4	134157.48	1
S88	88	chr11_uc001pkb.1	5	7159.17	1
S88	88	chr11_uc001pkc.1	6	99677.12	1
S88	88	chr11_uc001pkf.3	7	6335.21	1
S88	88	chr11_uc001pkd.4	8	478.81	1
S88	88	chr13_uc001uub.1	9	191736.77	3
S88	88	chr16_uc002dlx.1	10	255502.83	5
S88	88	chr17_uc002ict.3	11	101066.71	2
S88	88	chr17_uc010cyz.2	12	458.08	2
S88	88	chr17_uc010who.3	13	13316.11	2
S89	89	chr2_uc002rvz.4	1	151133.22	4
S89	89	chr2_uc002rvy.2	2	25457.91	4
S89	89	chr2_uc010fbh.1	3	7694.31	4
S89	89	chr11_uc009yxr.1	4	132525.53	1
S89	89	chr11_uc001pkb.1	5	7463.27	1
S89	89	chr11_uc001pkc.1	6	99842.83	1
S89	89	chr11_uc001pkf.3	7	10975.4	1
S89	89	chr11_uc001pkd.4	8	632.07	1
S89	89	chr13_uc001uub.1	9	193612.23	3
S89	89	chr16_uc002dlx.1	10	255862.84	5
S89	89	chr17_uc002ict.3	11	100066.84	2
S89	89	chr17_uc010cyz.2	12	669.06	2
S89	89	chr17_uc010who.3	13	14064.46	2
S90	90	chr2_uc002rvz.4	1	156691.66	4
S90	90	chr2_uc002rvy.2	2	27154.04	4
S90	90	chr2_uc010fbh.1	3	6754.71	4
S90	90	chr11_uc009yxr.1	4	138156.62	1
S90	90	chr11_uc001pkb.1	5	7809.3	1
S90	90	chr11_uc001pkc.1	6	97648.59	1
S90	90	chr11_uc001pkf.3	7	10196.25	1
S90	90	chr11_uc001pkd.4	8	425.45	1
S90	90	chr13_uc001uub.1	9	196848.17	3
S90	90	chr16_uc002dlx.1	10	268822.69	5
S90	90	chr17_uc002ict.3	11	73588.8	2
S90	90	chr17_uc010cyz.2	12	651.65	2
S90	90	chr17_uc010who.3	13	15252.04	2
S91	91	chr2_uc002rvz.4	1	152206.31	4
S91	91	chr2_uc002rvy.2	2	24693.98	4
S91	91	chr2_uc010fbh.1	3	7164.71	4
S91	91	chr11_uc009yxr.1	4	138756.7	1
S91	91	chr11_uc001pkb.1	5	7581.07	1
S91	91	chr11_uc001pkc.1	6	93725.48	1
S91	91	chr11_uc001pkf.3	7	8581.11	1
S91	91	chr11_uc001pkd.4	8	335.28	1
S91	91	chr13_uc001uub.1	9	195174.77	3
S91	91	chr16_uc002dlx.1	10	258853.2	5
S91	91	chr17_uc002ict.3	11	99750.77	2
S91	91	chr17_uc010cyz.2	12	732.41	2
S91	91	chr17_uc010who.3	13	12444.22	2
S92	92	chr2_uc002rvz.4	1	159428.25	4
S92	92	chr2_uc002rvy.2	2	26105.48	4
S92	92	chr2_uc010fbh.1	3	4727.59	4
S92	92	chr11_uc009yxr.1	4	124442.93	1
S92	92	chr11_uc001pkb.1	5	6294.43	1
S92	92	chr11_uc001pkc.1	6	95827.54	1
S92	92	chr11_uc001pkf.3	7	9695.89	1
S92	92	chr11_uc001pkd.4	8	90.62	1
S92	92	chr13_uc001uub.1	9	196014.77	3
S92	92	chr16_uc002dlx.1	10	265722.16	5
S92	92	chr17_uc002ict.3	11	98299.62	2
S92	92	chr17_uc010cyz.2	12	490.31	2
S92	92	chr17_uc010who.3	13	12860.44	2
S93	93	chr2_uc002rvz.4	1	160284.48	4
S93	93	chr2_uc002rvy.2	2	25172.83	4
S93	93	chr2_uc010fbh.1	3	6352.59	4
S93	93	chr11_uc009yxr.1	4	136516.23	1
S93	93	chr11_uc001pkb.1	5	7249.69	1
S93	93	chr11_uc001pkc.1	6	98347.98	1
S93	93	chr11_uc001pkf.3	7	8979.27	1
S93	93	chr11_uc001pkd.4	8	34.43	1
S93	93	chr13_uc001uub.1	9	195504.45	3
S93	93	chr16_uc002dlx.1	10	245718.27	5
S93	93	chr17_uc002ict.3	11	101872.33	2
S93	93	chr17_uc010cyz.2	12	510.18	2
S93	93	chr17_uc010who.3	13	13457.26	2
S94	94	chr2_uc002rvz.4	1	161476.91	4
S94	94	chr2_uc002rvy.2	2	25826.85	4
S94	94	chr2_uc010fbh.1	3	6480.31	4
S94	94	chr11_uc009yxr.1	4	140038.59	1
S94	94	chr11_uc001pkb.1	5	7325.18	1
S94	94	chr11_uc001pkc.1	6	97325.8	1
S94	94	chr11_uc001pkf.3	7	8019.63	1
S94	94	chr11_uc001pkd.4	8	543.23	1
S94	94	chr13_uc001uub.1	9	199232.42	3
S94	94	chr16_uc002dlx.1	10	269069.09	5
S94	94	chr17_uc002ict.3	11	70828.27	2
S94	94	chr17_uc010cyz.2	12	727.04	2
S94	94	chr17_uc010who.3	13	13106.67	2
S95	95	chr2_uc002rvz.4	1	162269.03	4
S95	95	chr2_uc002rvy.2	2	24163.46	4
S95	95	chr2_uc010fbh.1	3	6157.13	4
S95	95	chr11_uc009yxr.1	4	138182.27	1
S95	95	chr11_uc001pkb.1	5	8126.68	1
S95	95	chr11_uc001pkc.1	6	98125.14	1
S95	95	chr11_uc001pkf.3	7	6575.74	1
S95	95	chr11_uc001pkd.4	8	86.58	1
S95	95	chr13_uc001uub.1	9	197933.7	3
S95	95	chr16_uc002dlx.1	10	267103.47	5
S95	95	chr17_uc002ict.3	11	77065.23	2
S95	95	chr17_uc010cyz.2	12	938.14	2
S95	95	chr17_uc010who.3	13	13273.41	2
S96	96	chr2_uc002rvz.4	1	157522.27	4
S96	96	chr2_uc002rvy.2	2	25519.46	4
S96	96	chr2_uc010fbh.1	3	7772.57	4
S96	96	chr11_uc009yxr.1	4	128327.55	1
S96	96	chr11_uc001pkb.1	5	6654.31	1
S96	96	chr11_uc001pkc.1	6	101289.81	1
S96	96	chr11_uc001pkf.3	7	11060.86	1
S96	96	chr11_uc001pkd.4	8	119.8	1
S96	96	chr13_uc001uub.1	9	199946.7	3
S96	96	chr16_uc002dlx.1	10	250979.02	5
S96	96	chr17_uc002ict.3	11	97977.56	2
S96	96	chr17_uc010cyz.2	12	514.18	2
S96	96	chr17_uc010who.3	13	12315.93	2
